1,1.75,2564102972.72902,1135890133.8981,1135890133.8981,0,396922874.293579,175.0952675245,78.1422014648,78.1422014648,0,0,0
2,2.45,2564102972.72902,1135890133.8981,1135890133.8981,0,396922874.293579,175.0952675245,78.1422014648,78.1422014648,0,0,0
3,8.75,2443063660.8189,287759162.87067,687337359.064864,81532420.6873367,18842756.8530364,186.9057949192,9.3018329801,75.6760338718,13.543404824,35.9648738565,-7.0560277222
4,17.5,1809554986.9197,75763084.7693251,255341822.258721,9754246.91530846,8477345.50470512,138.1229635738,2.421586855,27.6002948029,1.3676415024,22.650511369,-1.2267078463
5,26.25,788312554.198344,11540389.0076225,65842893.2675915,568737.65603147,1678043.42879473,61.9881054526,0.3438120535,6.6560606852,0.0661113799,11.3496568518,-0.1188576734
6,35,118472290.902432,231293.14864715,7874070.22745043,0,179433.047915817,11.3528906669,0.0231554444,0.7434674353,0,2.494341388,0
